Country_Region,first_1ConfirmedCases,first_1Fatalities,first_10ConfirmedCases,first_50ConfirmedCases,first_100ConfirmedCases,cases_growth,death_growth,Cardiovascular diseases (%),Cancers (%),"Diabetes, blood, & endocrine diseases (%)",Respiratory diseases (%),Liver disease (%),Diarrhea & common infectious diseases (%),Musculoskeletal disorders (%),HIV/AIDS and tuberculosis (%),Malaria & neglected tropical diseases (%),Nutritional deficiencies (%),pneumonia-death-rates,Share of deaths from smoking (%),alcoholic_beverages,animal_fats,animal_products,"aquatic_products,_other",cereals_-_excluding_beer,eggs,"fish,_seafood",fruits_-_excluding_wine,meat,milk_-_excluding_butter,miscellaneous,offals,oilcrops,pulses,spices,starchy_roots,stimulants,sugar_&_sweeteners,treenuts,vegetable_oils,vegetables,vegetal_products,hospital_beds_per10k,hospital_density,nbr_surgeons,nbr_obstetricians,nbr_anaesthesiologists,medical_doctors_per10k,school_closure,bcg_coverage,bcg_year_delta,population,median age,population growth rate,birth rate,death rate,net migration rate,maternal mortality rate,infant mortality rate,life expectancy at birth,total fertility rate,obesity - adult prevalence rate,school_shutdown_1case,school_shutdown_10case,school_shutdown_50case,school_shutdown_1death,FF_DayOfYear,case1_DayOfYear,case10_DayOfYear,case50_DayOfYear
El Salvador,19/3/2020,31/3/2020,26/3/2020,,,0.2204355038236617,0.5,10.839676614781547,7.936820926977625,11.50140028,2.6180803356657183,2.5084938563416896,5.387167543,4.4625420429438165,0.703453102,0.5233013642127459,1.1921021673222114,43.98363184429793,5.35,48,73,425,0,1203,31,15,106,122,182,13,3,75,157,1,64,9,383,2,117,58,2235,13,0.047,1222,,118,15.69,11/3/2020,96,5,74.8,27.7,0.83,18.6,5.9,-4.8,46,11.8,74.8,2.09,24.6,-8,-15,,-20,91,79,86,
Equatorial Guinea,15/3/2020,,26/3/2020,,,0.041666666666666664,,3.460437580314016,3.1610016348828816,3.2588773388599996,1.650614482742781,1.0528335569224057,7.935948314,2.4311185588182966,21.74833277,14.158430933624814,2.271099662871958,71.00733000326794,2.21,,,,,,,,,,,,,,,,,,,,,,,21,,,,,4,16/3/2020,48,5,65.7,20.3,2.35,30.7,7.3,0,301,59.7,65.7,4.11,8,1,-10,,,,75,86,
Eritrea,21/3/2020,,29/3/2020,,,0.2861111111111111,,5.721332426938188,5.409233443041924,3.2925307786599998,1.8447511399680667,1.4971536927378044,22.66646833,1.5069838482779745,9.350541921,0.6980452583618822,5.429285043893166,128.09517839045495,3.26,,,,,,,,,,,,,,,,,,,,,,,7,0.016,,17,1,0.557,27/3/2020,97,5,66.2,20.3,0.93,27.9,6.9,-11.6,480,43.3,66.2,3.73,5,6,-2,,,,81,89,
Estonia,27/2/2020,25/3/2020,6/3/2020,13/3/2020,14/3/2020,0.069413191,0.6305555555555555,25.376031717246285,15.761323895078668,4.957138614,2.487847179215016,2.134943456246682,1.858947936,6.9831271957111465,0.613763812,0.073140633,0.3364087807842667,9.329070106487086,14.14,314,127,995,0,1052,48,22,100,283,507,3,9,9,28,10,146,73,245,29,159,80,2250,49.6,0.23,189,938,536,34.650999999999996,16/3/2020,95,5,77.4,43.7,-0.65,9.3,12.9,-3.1,9,3.7,77.4,1.61,21.2,18,10,3,-9,85,58,66,73
Eswatini,14/3/2020,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,
Ethiopia,13/3/2020,,22/3/2020,,,0.10892624887190105,,3.969321674324779,3.679245357149152,3.552635195,1.4898138105272083,1.326309534482249,22.63128011,2.028342663341012,7.840489794,1.9479132204001068,4.8553617040163015,80.63960379,1.73,22,7,93,0,1453,2,1,13,30,51,0,3,19,206,27,282,3,86,4,83,13,2210,3.12,0.027000000000000003,349,147,44,1,16/3/2020,75,5,67.5,19.8,2.56,31.6,5.9,-0.2,401,35.8,67.5,4.14,4.5,3,-6,,,,73,82,
Fiji,19/3/2020,,,,,0.066666667,,21.334709702601945,6.715416491005628,23.657384679299998,4.905830349727622,0.7096890673920629,6.5044002165000006,4.314978326695116,0.567731922,0.6466537244528552,1.93860475,49.87907045120817,12.23,43,132,498,0,1065,16,66,37,209,69,4,7,206,107,7,255,14,348,3,300,49,2438,23,0,16,12,9,8.374,20/3/2020,99,5,73.7,29.9,0.5,17.4,6.3,-6.2,34,8.8,73.7,2.31,30.2,1,,,,,79,,
Finland,29/1/2020,21/3/2020,5/3/2020,11/3/2020,13/3/2020,0.065378137,0.1858490093784212,18.82497700996532,15.455004554636233,4.515741003,3.6420076371000265,2.213643729138634,1.4145550712900001,10.588047130995056,0.086340525,0.001513873,0.28633157031634304,4.838803824977521,10.17,166,162,1283,0,968,34,63,107,531,485,30,8,20,11,3,113,40,302,16,219,59,2054,43.5,0.092,4081,1000,933,38.08,18/3/2020,98,14,81.3,42.8,0.3,10.6,10.3,2.6,3,2.5,81.3,1.74,22.2,49,13,7,-3,81,29,65,71
France,24/1/2020,15/2/2020,8/2/2020,28/2/2020,29/2/2020,0.096471758,0.2431322225779927,12.825294243428766,20.471301337562565,5.098638977279999,3.2162393906537785,1.6269974522472377,2.223964415,10.889372142690027,0.21900002318000006,0.001846413,0.3355661589886419,11.068242923420987,13.92,142,262,1209,0,989,44,64,118,438,384,4,17,25,17,3,94,31,395,30,431,70,2349,64.77,,22145,10247,7076,32.349000000000004,16/3/2020,78,13,82.2,41.7,0.35,11.9,9.6,1.1,8,3.2,82.2,2.06,21.6,52,37,17,30,46,24,39,59
Gabon,14/3/2020,20/3/2020,31/3/2020,,,0.2628968253968254,0,8.026924861267789,5.512493907060602,4.3592126006299985,2.196296105703881,2.1467204386712893,11.522028258199999,3.1902868370675206,10.83904805,8.467373778119121,3.4073577722156085,77.69802912653581,5.68,109,8,380,0,952,3,57,279,236,52,17,24,124,2,0,444,9,144,1,153,29,2263,13,0.36,,,15,3.611,16/3/2020,98,5,69,21,2.5,26.3,5.9,3.9,252,30.4,69,3.41,15,2,-15,,-4,80,74,91,
Gambia,17/3/2020,23/3/2020,,,,0.055555555555555546,0,7.762879933815883,4.006295984695937,3.667890133,2.0681169088597544,1.165703502680627,20.104811238299998,2.5217818432767456,8.108358806,2.492134789442945,5.934737361219993,113.09010373035744,4.93,18,4,190,,1366,5,56,9,32,91,9,2,245,8,0,18,4,284,4,370,15,2351,11,0.11,10,8,1,1.077,18/3/2020,98,5,65.8,21.8,1.87,27,6.7,-1.6,597,54.9,65.8,3.21,10.3,1,,,-5,83,77,,
Georgia,26/2/2020,,8/3/2020,22/3/2020,30/3/2020,0.084035544,,34.13303811375772,13.799022141051132,5.551578575880001,3.511900127319625,2.8168974666549182,1.956927584,4.570333131453057,0.6633971728079999,0.069218765,0.8794238671018839,14.851022735937553,13.26,71,92,506,0,1470,23,15,48,136,234,13,5,11,0,3,85,48,382,17,184,33,2365,25.85,2.21,,1453,,50.976000000000006,2/3/2020,96,5,77,38.6,0.05,11.6,11,0.1,25,13.8,77,1.75,21.7,5,-6,-20,,,57,68,82
Germany,27/1/2020,9/3/2020,2/2/2020,29/2/2020,1/3/2020,0.08908117,0.2165113528333893,18.95540066333189,18.831721364212747,6.193244953250001,4.838841688982823,1.9283735867436766,2.003194518,11.27744068435893,0.155536142,0.001532385,0.2035397503237269,11.622038880025015,14.86,234,296,1093,0,882,44,38,111,361,349,0,5,34,7,7,126,30,461,54,440,77,2463,82.78,,54863,25752,23468,42.086999999999996,18/3/2020,,,81.1,47.8,-0.19,8.6,12.1,1.5,7,3.3,81.1,1.47,22.3,51,45,18,9,69,27,33,60
Ghana,14/3/2020,21/3/2020,19/3/2020,24/3/2020,26/3/2020,0.07062596,0.041666666666666664,7.7178895074153475,4.358972848370349,4.968134546,1.9394484308597235,1.1332455339469425,12.26177691,2.3452726165309867,8.395630504,10.266586446408908,4.477206063838525,117.74474662303335,2.87,24,6,129,0,842,4,56,345,45,14,3,5,102,62,35,1190,0,120,6,146,25,2904,9,0.035,,,,1.8,16/3/2020,97,5,68.2,21.4,2.15,29.6,6.6,-1.6,308,32.1,68.2,3.9,10.9,2,-3,-8,-5,81,74,79,84
Greece,26/2/2020,11/3/2020,5/3/2020,8/3/2020,13/3/2020,0.081418965,0.11364652286863337,21.803319096801204,18.094635975196194,4.885102402,4.853683272683731,0.9594008260056468,1.6790605107199998,10.291182034782956,0.132370952,0.011291958505006059,0.34481232467059153,14.695254293100984,20.59,69,47,770,0,971,33,34,154,279,364,11,13,59,45,4,102,33,286,70,682,98,2585,42.5,,11240,1867,2843,45.92,11/3/2020,50,26,81.1,45.3,-0.31,7.8,12,0.9,3,3.7,81.1,1.38,24.9,14,6,3,0,71,57,65,68
Grenada,22/3/2020,,2/4/2020,,,0.066137566,,20.507222863800525,13.84692196816303,11.99686355,2.9958144788620538,1.4218254345776782,5.750920712439999,5.4556105553219245,1.310279889,0.17363953983660999,1.2814938433959229,50.257405829804156,7.66,96,35,589,0,661,35,55,171,277,183,17,4,57,63,31,55,15,380,2,236,29,1814,37,0,3,7,2,14.470999999999998,16/3/2020,,,75.2,33.3,0.38,14.6,8.3,-2.6,25,8.9,75.2,1.96,21.3,-6,-17,,,,82,93,
Guatemala,14/3/2020,16/3/2020,20/3/2020,,,0.093351466,0,7.046255293743651,6.183822808693867,8.442848249,1.9697685383651509,3.236692044,13.33804097,4.177613301865085,1.122419824,0.6227278914003612,2.4311215458300293,81.88316360802901,4.28,30,20,283,0,1216,48,5,70,130,76,3,4,55,140,3,18,9,479,11,191,39,2266,6,0.032,201,188,155,3.55,16/3/2020,89,5,72.4,23.2,1.68,23.3,4.9,-1.7,95,21.8,72.4,2.72,21.2,2,-4,,0,76,74,80,
Guinea,13/3/2020,,29/3/2020,2/4/2020,,0.41199494949494947,,5.855575066521231,3.5857156164458988,3.5547718574800005,1.761162911265064,0.8284016736213066,20.744019683199998,1.6783813415098958,6.277911237970001,13.372453555724592,4.743995020620146,146.7849596584441,2.08,5,9,135,0,1389,6,19,145,58,37,4,6,105,41,0,380,5,124,0,372,90,2660,3,0.026000000000000002,,,6,0.7879999999999999,25/3/2020,72,5,63.2,19.1,2.76,36.1,8.4,0,576,52.4,63.2,4.92,7.7,12,-4,-8,,,73,89,93
Guinea-Bissau,25/3/2020,,,,,0.5208333333333334,,6.2349304397293475,3.152981326147212,4.120120281,1.683708590027455,1.060562644107332,18.77200234,1.7251048916033809,13.370608927100001,2.996360146,4.019700376,132.6561215293195,2.02,31,7,174,,1289,3,2,88,117,39,6,5,26,18,0,185,3,31,52,338,12,2079,10,30.81,,,,2,17/3/2020,94,5,62.8,18,2.51,36.9,7.9,-3.8,667,51.9,62.8,4.75,9.5,-8,,,,,85,,
Guyana,12/3/2020,12/3/2020,22/3/2020,,,0.28055555555555556,0.3333333333333333,18.64498416910789,6.7794952542492375,10.46787498,2.2725346953580754,2.158361857766013,4.771155418,3.8542539494461057,4.598648501,1.5682045345246884,2.338473474,46.67934059258703,7.44,33,12,520,,1229,7,50,130,213,237,11,2,146,67,32,77,16,320,13,106,184,2365,16,0.13,45,13,9,7.99,16/3/2020,99,5,69.5,27.5,0.72,15.5,7.5,0,667,27.6,69.5,1.89,20.2,4,-6,,4,72,72,82,
Haiti,20/3/2020,,29/3/2020,,,0.15694444444444444,,11.668701692778873,5.552575878245164,6.218730643,2.6635414142555907,0.9738834720297048,14.4556742,2.5419315299960314,6.776605997,0.9669721342089294,3.111403304690128,76.50501534353552,4.4,89,14,164,0,934,2,9,128,90,46,4,4,35,166,0,247,9,175,0,197,16,2000,7,0.039,115,300,60,2.345,20/3/2020,81,5,65.3,24.1,1.26,21.7,7.4,-1.9,480,42.6,65.3,2.52,22.7,0,-9,,,,80,89,
Holy See,6/3/2020,,,,,0.11111111111111112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,
Honduras,11/3/2020,26/3/2020,19/3/2020,26/3/2020,29/3/2020,0.22101539719972849,0.6936507936507935,12.538357511684339,6.791652231793204,7.842129343,3.8257752675092216,3.3090332470268544,6.130740998,4.756099662575218,1.6926060094300002,1.2448226953242263,1.8653537073423607,16.133139871894688,8.91,36,33,344,0,1191,15,5,79,148,138,8,4,9,122,1,15,12,436,2,280,19,2208,7,0.086,444,498,147,3.1439999999999997,12/3/2020,88,5,74.6,24.4,1.27,18.5,4.7,-1.4,65,14.6,74.6,2.09,21.4,1,-7,-14,-14,86,71,79,86
Hungary,4/3/2020,15/3/2020,11/3/2020,17/3/2020,21/3/2020,0.11840932796038543,0.13372183372183374,25.94255797523229,19.69526564,4.950082762,4.860332812067168,2.653501866569377,1.1362240439799998,7.3860318655662045,0.091162456,0.095039641,0.3093845879536984,5.909549421062976,20,200,347,1056,0,882,53,13,68,388,254,1,0,13,27,10,88,28,351,2,492,69,2230,70.37,0.11,3189,1245,1220,32.312,16/3/2020,99,5,76.7,43.6,-0.28,8.8,12.9,1.3,12,4.7,76.7,1.47,26.4,12,5,-1,1,75,64,71,77
Iceland,28/2/2020,15/3/2020,3/3/2020,7/3/2020,12/3/2020,0.067845917,0.16666666666666666,13.659360360053654,17.569629580324815,4.355213845,5.404932791140827,0.7659936045800297,2.402113864,12.414625626358216,0.17470724874100002,0.006467742,0.3195962290330812,14.395055884814765,14.74,148,217,1617,0,782,43,165,161,551,622,34,19,35,7,12,78,68,386,18,219,62,2010,31.71,0.61,167,55,45,39.701,16/3/2020,,,83.3,37.1,1.02,13.3,6.6,3.3,4,2.1,83.3,1.97,21.9,17,13,9,1,75,59,63,67
India,30/1/2020,11/3/2020,4/3/2020,10/3/2020,14/3/2020,0.1985989316003709,0.25040955877881166,13.31382220887624,5.3443855761674035,5.604268145,6.8664582858595145,1.5038946623021487,12.696488789900002,4.401810455047043,4.241693067,1.4600261520626907,4.123177287116658,54.254569405463236,9.06,13,75,280,0,1392,12,13,72,15,164,0,1,49,158,30,56,1,180,10,219,57,2237,6.6,,31560,29310,20280,7.776,20/3/2020,87,5,69.7,28.7,1.1,18.2,7.3,0,145,35.4,69.7,2.35,3.9,50,16,10,9,71,30,64,70
Indonesia,2/3/2020,11/3/2020,9/3/2020,13/3/2020,15/3/2020,0.093777898,0.11870078356011789,19.401805742327326,7.496086908313655,7.912381607219999,4.712343984856874,3.2215494036783165,8.315581506,5.700231911613536,4.8562551668800005,1.7279002167866246,1.949919636843617,27.08403915947061,13.83,2,7,195,0,1848,23,85,82,53,21,0,6,106,10,15,143,8,200,5,236,41,2697,12.1,,,,,3.7769999999999997,25/3/2020,77,5,73.7,31.1,0.79,15.4,6.6,-1.1,177,20.4,73.7,2.04,6.9,23,16,12,14,71,62,69,73
Iran,19/2/2020,19/2/2020,21/2/2020,24/2/2020,26/2/2020,0.077096542,0.048540529,15.547970873519187,7.797937006503519,7.595734173160001,2.871605270397837,0.7846365360561505,3.2270041593900003,8.654298089271197,0.220141267,0.10371373523910546,0.8139604177693724,15.771287893153046,10.13,0,86,365,0,1636,29,23,178,144,76,0,6,7,68,8,102,3,284,80,279,111,2755,15,,1272,1197,1421,11.4,26/2/2020,99,5,74.5,31.7,1.1,16.3,5.3,-0.3,16,14.9,74.5,1.94,25.8,7,5,2,7,50,50,52,55
